account_holder_name,bank_name,type,currency,location,previous_location,device,amount,balance,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_30days,distance_from_last_txn_km,account_age_days,is_new_location,is_new_device,is_vpn_or_proxy,ip_matches_location,is_international,is_first_time_receiver,merchant_category,transaction_mode,ip_risk_tag,risk_score,risk_level,is_fraud,fraud_reason,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14
Arjun Verma,HDFC,debit,INR,Pune,Jaipur,Linux Desktop,7816.39,72882.56,2,5,6948,8,1329,0,0,0,1,0,0,grocery,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,ICICI,debit,INR,Lucknow,Lucknow,iPhone,2490.87,21611.48,1,2,4705,2,861,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,IndusInd,debit,INR,Bhopal,Surat,MacBook,2284.84,16290.36,2,5,5892,17,1023,0,0,0,1,0,0,retail,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,SBI,debit,INR,Gurgaon,Ahmedabad,Android,5077.71,34023.84,1,0,7191,1,2313,0,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,PNB,debit,INR,Patna,Ahmedabad,ATM,2803.8,41232.2,1,0,2886,9,1851,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,IDBI,debit,INR,Chennai,Bhubaneswar,iPhone,3689.52,56447.08,0,1,6308,40,1038,0,0,0,1,0,0,utilities,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Federal Bank,debit,INR,Surat,Surat,ATM,23133,118784,3,8,2000.0,0,26,0,0,1,0,0,1,crypto,IMPS,DATACENTER,10.0,CRITICAL,1,R02:OddHours(hour=3) | R05:CryptoMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(23133) | R11:AmountSpike(12xAvg) | R12:NewAccountLargeTransfer(age=26days),0,1,0,0,1,0,0,1,0,1,1,1,0,0
Tanmay Kulkarni,Federal Bank,debit,INR,Delhi,Chandigarh,iPhone,3044.23,32220.92,2,1,2967,33,752,0,0,0,1,0,0,insurance,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,Yes Bank,debit,INR,Noida,Gurgaon,Linux Desktop,4559.84,28804.36,1,1,4030,14,1293,0,0,0,1,0,0,food,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,HDFC,debit,INR,Ahmedabad,Surat,Desktop,2910.82,17164.28,1,4,4108,9,470,0,0,0,1,0,0,insurance,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,Yes Bank,debit,INR,Delhi,Kolkata,Windows Phone,1715.32,11990.28,1,2,1657,41,511,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Axis,debit,INR,Bhubaneswar,Patna,Desktop,2985.16,31370.64,0,5,3992,35,2081,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,Union Bank,debit,INR,Jaipur,Hyderabad,Desktop,3208.44,19146.76,2,3,3480,12,1429,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,HDFC,debit,INR,Noida,Noida,Smart TV,3073.78,59274.12,1,2,7568,49,979,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,SBI,debit,INR,Chennai,Bangalore,Android,4315.45,42209.8,2,2,4468,18,2231,0,0,0,1,0,0,utilities,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,IDFC First,debit,INR,Bhopal,Noida,Linux Desktop,2586.66,48616.64,0,5,3016,37,1053,0,0,0,1,0,0,electronics,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,RBL Bank,debit,INR,Bangalore,Bangalore,iPad,47016,159284,3,8,2000.0,0,5,0,0,1,0,0,1,crypto,IMPS,DATACENTER,10.0,CRITICAL,1,R05:CryptoMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(47016) | R11:AmountSpike(24xAvg) | R12:NewAccountLargeTransfer(age=5days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Vikram Rao,IndusInd,debit,USD,Singapore,Bangalore,iPhone,72000.0,73440.0,10,25,5000.0,2168,16,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=72000) | R02:OddHours(hour=3) | R03:BalanceDrain(=98%) | R04:RapidFire(10txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(2168km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(72000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=16days) | R13:HighDailyVolume(25txns) | R14:RoundAmountStructuring(72000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Neha Sharma,Union Bank,debit,INR,Ahmedabad,Chandigarh,ATM,5191.34,61662.36,2,5,7899,30,1802,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Federal Bank,debit,INR,Lucknow,Gurgaon,Android,1134.68,50159.72,1,4,2575,11,805,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Bansal,Axis,debit,INR,Bhubaneswar,Jaipur,Android,631.06,15710.24,0,0,1168,19,1144,0,0,0,1,0,0,entertainment,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,Bank of Baroda,debit,INR,Bhubaneswar,Patna,ATM,19496,139949,5,27,4000.0,846,284,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:SuspiciousLocationJump(846km) | R07:NewDeviceDetected(ATM) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R13:HighDailyVolume(27txns),0,0,0,1,0,1,1,1,0,0,0,0,1,0
Shreya Bose,Kotak,debit,INR,Kochi,Kochi,iPad,21300,29820,1,2,2130,0,1685,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(21300) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Rohan Gupta,Yes Bank,debit,INR,Bhubaneswar,Gurgaon,iPhone,816.94,38846.76,0,2,2451,133,1413,1,0,0,1,0,0,electronics,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Union Bank,debit,INR,Delhi,Delhi,MacBook,16169,286115,8,21,3000.0,0,209,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(8txns/hr) | R07:NewDeviceDetected(MacBook) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R11:AmountSpike(5xAvg) | R13:HighDailyVolume(21txns),0,0,0,1,0,0,1,1,0,0,1,0,1,0
Nikhil Bansal,Kotak,debit,INR,Bangalore,Delhi,ATM,4792.04,27605.16,0,4,7437,27,493,0,0,0,1,0,0,healthcare,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,IDFC First,debit,AED,Tokyo,Bangalore,Smart TV,26273,443302,2,5,8000.0,2657,1379,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R02:OddHours(hour=3) | R06:ImpossibleTravel(2657km) | R07:NewDeviceDetected(Smart TV) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=AED),0,1,0,0,0,1,1,1,1,0,0,0,0,0
Sneha Pillai,ICICI,debit,INR,Bhopal,Chennai,Android,4384.96,25470.84,1,4,7872,15,2223,0,0,0,1,0,0,electronics,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,SBI,debit,INR,Lucknow,Bangalore,ATM,7494.28,78138.12,2,4,7544,48,2268,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,PNB,debit,INR,Ahmedabad,Pune,MacBook,4802.68,50691.72,0,2,4292,124,1890,1,0,0,1,0,0,healthcare,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,IDBI,debit,INR,Jaipur,Kolkata,MacBook,2275.82,49454.28,2,4,1911,42,1137,0,0,0,1,0,0,food,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,Federal Bank,debit,INR,Gurgaon,Hyderabad,Android,2385.84,22955.36,0,0,3152,11,2315,0,0,0,1,0,0,grocery,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,IDFC First,debit,INR,Kolkata,Bhopal,iPhone,2042.02,37855.08,2,4,5636,16,2226,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,IDFC First,debit,INR,Noida,Ahmedabad,Linux Desktop,5556.5,54083.0,1,0,4433,7,1381,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,Federal Bank,debit,INR,Gurgaon,Pune,Desktop,2155.01,9371.04,0,2,4975,22,2044,0,0,0,1,0,0,travel,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,Bank of Baroda,debit,INR,Bhubaneswar,Bhubaneswar,Web,61669,92230,3,8,2000.0,0,12,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=61669) | R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(61669) | R11:AmountSpike(31xAvg) | R12:NewAccountLargeTransfer(age=12days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Meera Nair,RBL Bank,debit,INR,Noida,Noida,Smart TV,11635,102524,13,29,3000.0,0,286,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(13txns/hr) | R07:NewDeviceDetected(Smart TV) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(29txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Yash Agarwal,ICICI,debit,INR,Kolkata,Chennai,Desktop,1578.7,14020.8,1,2,2904,27,1771,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,ICICI,debit,INR,Gurgaon,Mumbai,Smart TV,8278.12,53141.48,2,5,6786,6,1688,0,0,0,1,0,0,electronics,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Union Bank,debit,INR,Indore,Bhubaneswar,MacBook,1514.8,42496.2,0,4,2896,4,2286,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,IDBI,debit,INR,Kochi,Nagpur,iPad,2815.16,36961.64,0,3,5265,46,1769,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,IDBI,debit,INR,Ahmedabad,Bangalore,iPad,1936.16,21066.64,1,1,2926,25,1335,1,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Axis,debit,AED,Frankfurt,Bhopal,iPhone,44019,412893,2,5,8000.0,1921,903,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(1921km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=AED) | R11:AmountSpike(6xAvg),0,0,0,0,0,1,1,1,1,0,1,0,0,0
Sneha Pillai,IDBI,debit,INR,Indore,Hyderabad,Linux Desktop,3132.13,55956.52,1,5,6895,25,545,0,0,0,1,0,0,grocery,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,PNB,debit,INR,Bhubaneswar,Bhopal,iPad,7035.13,65338.52,1,2,7469,25,2023,0,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,IndusInd,debit,INR,Delhi,Ahmedabad,Linux Desktop,2906.81,44763.24,2,3,6323,14,1967,0,0,0,1,0,0,utilities,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,PNB,debit,INR,Bhopal,Jaipur,MacBook,2280.19,33918.76,2,3,2842,0,1545,0,0,0,1,0,0,insurance,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,IDBI,debit,USD,Paris,Gurgaon,iPhone,88000.0,89760.0,9,30,5000.0,2769,6,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=88000) | R02:OddHours(hour=4) | R03:BalanceDrain(=98%) | R04:RapidFire(9txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(2769km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(88000) | R11:AmountSpike(18xAvg) | R12:NewAccountLargeTransfer(age=6days) | R13:HighDailyVolume(30txns) | R14:RoundAmountStructuring(88000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Riya Patel,Bank of Baroda,debit,INR,Noida,Noida,ATM,67000.0,70350.0,1,3,4466.67,0,552,0,0,0,1,0,1,electronics,CARD,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=67000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(67000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(67000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Simran Kapoor,IndusInd,debit,INR,Bhopal,Indore,Web,2043.93,51916.72,0,0,2703,42,602,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,Yes Bank,debit,INR,Bhopal,Chennai,ATM,4496.61,44708.44,0,2,3809,29,1567,0,0,0,1,0,0,grocery,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,IDFC First,debit,AED,Seoul,Noida,Desktop,48155,343614,2,5,8000.0,3851,1154,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R02:OddHours(hour=3) | R06:ImpossibleTravel(3851km) | R07:NewDeviceDetected(Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=AED) | R11:AmountSpike(6xAvg),0,1,0,0,0,1,1,1,1,0,1,0,0,0
Priya Singh,Axis,debit,USD,Stockholm,Noida,iPhone,94000.0,95880.0,15,30,5000.0,3205,13,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=94000) | R02:OddHours(hour=4) | R03:BalanceDrain(=98%) | R04:RapidFire(15txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(3205km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(94000) | R11:AmountSpike(19xAvg) | R12:NewAccountLargeTransfer(age=13days) | R13:HighDailyVolume(30txns) | R14:RoundAmountStructuring(94000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Shreya Bose,IDBI,debit,INR,Gurgaon,Bhopal,Web,2716.02,32252.08,0,1,3338,39,1831,0,0,0,1,0,0,entertainment,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,SBI,debit,INR,Kochi,Hyderabad,Desktop,5629.28,56887.12,1,5,4977,2,1466,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Federal Bank,debit,INR,Gurgaon,Chandigarh,Desktop,1842.77,31426.08,2,3,1865,1,396,0,0,0,1,0,0,food,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,PNB,debit,INR,Chandigarh,Delhi,MacBook,3291.83,30230.32,2,2,3719,10,796,0,0,0,1,0,0,utilities,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,ICICI,debit,INR,Lucknow,Jaipur,Web,4630.71,24258.84,0,0,4784,43,537,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,IndusInd,debit,INR,Surat,Hyderabad,Linux Desktop,5572.38,27601.52,0,0,7808,47,2059,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Yes Bank,debit,USD,Toronto,Ahmedabad,iPhone,67000.0,68340.0,13,26,5000.0,5052,19,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=67000) | R02:OddHours(hour=3) | R03:BalanceDrain(=98%) | R04:RapidFire(13txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(5052km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(67000) | R11:AmountSpike(13xAvg) | R12:NewAccountLargeTransfer(age=19days) | R13:HighDailyVolume(26txns) | R14:RoundAmountStructuring(67000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ananya Mishra,Canara Bank,debit,INR,Bhopal,Surat,ATM,2100.71,11146.84,2,2,4622,54,762,1,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,IDBI,debit,INR,Jaipur,Kochi,Web,3837.13,27398.52,0,5,4125,5,1758,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,IDBI,debit,INR,Patna,Ahmedabad,iPhone,9558.25,39506.0,1,2,7480,35,1396,0,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,PNB,debit,INR,Lucknow,Kochi,MacBook,3050.35,54237.4,1,0,5041,13,581,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Malhotra,Canara Bank,debit,INR,Kochi,Kochi,Web,14010,155158,14,23,3000.0,0,118,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(14txns/hr) | R07:NewDeviceDetected(Web) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(23txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Meera Nair,IndusInd,debit,INR,Pune,Patna,Windows Phone,3091.26,41587.04,1,0,2898,40,2306,0,0,0,1,0,0,entertainment,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,Federal Bank,debit,SGD,Stockholm,Hyderabad,Windows Phone,51154,484986,2,5,8000.0,4703,952,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=51154) | R06:ImpossibleTravel(4703km) | R07:NewDeviceDetected(Windows Phone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=SGD) | R11:AmountSpike(6xAvg),1,0,0,0,0,1,1,1,1,0,1,0,0,0
Rohan Gupta,IndusInd,debit,INR,Lucknow,Noida,iPhone,3607.06,55804.24,2,3,5704,47,532,0,0,0,1,0,0,education,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Union Bank,debit,INR,Bhubaneswar,Pune,Linux Desktop,1703.87,44372.48,1,4,1792,33,1823,0,0,0,1,0,0,grocery,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,HDFC,debit,INR,Nagpur,Nagpur,Web,31260,43764,1,2,3126,0,905,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(31260) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Varun Saxena,Federal Bank,debit,INR,Bangalore,Lucknow,Web,6860.29,29338.16,0,4,5913,50,997,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,Federal Bank,debit,INR,Noida,Chandigarh,Desktop,975.6,19287.4,1,5,1102,43,1269,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Federal Bank,debit,INR,Surat,Surat,Windows Phone,936.65,49625.6,2,5,2246,43,1519,0,0,0,1,0,0,entertainment,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Union Bank,debit,SGD,New York,Chandigarh,iPad,31823,447625,2,5,8000.0,6523,754,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(6523km) | R07:NewDeviceDetected(iPad) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=SGD),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Arjun Verma,Yes Bank,debit,INR,Nagpur,Kochi,iPhone,3464.74,58631.96,0,1,7218,32,1475,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Federal Bank,debit,INR,Indore,Gurgaon,ATM,1583.29,13508.16,0,2,2094,3,816,0,0,0,1,0,0,utilities,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Federal Bank,debit,INR,Ahmedabad,Chandigarh,Smart TV,1242.87,47139.48,1,4,3398,23,1530,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,IDFC First,debit,USD,Toronto,Kolkata,iPhone,75000.0,76500.0,9,25,5000.0,2319,12,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=75000) | R02:OddHours(hour=4) | R03:BalanceDrain(=98%) | R04:RapidFire(9txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(2319km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(75000) | R11:AmountSpike(15xAvg) | R12:NewAccountLargeTransfer(age=12days) | R13:HighDailyVolume(25txns) | R14:RoundAmountStructuring(75000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ishita Chaudhary,Bank of Baroda,debit,INR,Patna,Mumbai,Web,3837.48,39580.92,0,5,6690,27,473,0,0,0,1,0,0,travel,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Yes Bank,debit,INR,Gurgaon,Ahmedabad,iPad,6923.56,28806.24,1,4,6673,7,473,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Bank of Baroda,debit,INR,Hyderabad,Nagpur,iPad,2322.67,52689.68,2,2,2698,34,1007,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Canara Bank,debit,INR,Jaipur,Surat,Desktop,1662.65,20257.6,2,5,1989,10,907,0,0,0,1,0,0,retail,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Kotak,debit,INR,Bangalore,Bangalore,MacBook,42523,96950,3,8,2000.0,0,4,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(42523) | R11:AmountSpike(21xAvg) | R12:NewAccountLargeTransfer(age=4days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Riya Patel,Kotak,debit,INR,Chennai,Gurgaon,MacBook,5223.34,53293.36,1,2,5631,34,487,0,0,0,1,0,0,grocery,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Union Bank,debit,INR,Jaipur,Gurgaon,iPad,7406.76,77609.04,1,0,6383,38,2202,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
